event_id,device_id,timestamp,latitude,longitude,city
EV02437,D028,2026-01-02 08:00:22,-5.18598,119.46909,Makassar
EV03208,D025,2026-01-02 08:05:43,3.60573,98.62616,Medan
EV03899,D071,2026-01-02 08:49:17,-6.87691,107.69833,Bandung
EV02919,D007,2026-01-02 10:01:47,-5.19472,119.40724,Makassar
EV03974,D033,2026-01-02 10:20:42,-5.15429,119.45127,Makassar
EV02062,D079,2026-01-02 10:47:11,-5.13544,119.47622,Makassar
EV00064,D012,2026-01-02 10:47:41,-6.12093,106.83174,Jakarta
EV01355,D065,2026-01-02 11:26:33,-7.23222,112.79557,Surabaya
EV01989,D064,2026-01-02 12:01:32,-5.15264,119.4426,Makassar
EV00756,D043,2026-01-02 12:04:35,-6.22848,106.81218,Jakarta
EV03847,D019,2026-01-02 12:36:43,-7.23968,112.77989,Surabaya
EV02863,D004,2026-01-02 13:17:52,-7.20584,112.78593,Surabaya
EV01633,D002,2026-01-02 13:54:36,-6.82575,107.58644,Bandung
EV03705,D094,2026-01-02 14:04:47,-5.12029,119.4136,Makassar
EV02772,D019,2026-01-02 15:06:21,-7.27108,112.77454,Surabaya
EV02318,D015,2026-01-02 16:13:54,3.68761,98.68447,Medan
EV01987,D009,2026-01-02 16:38:45,3.69109,98.69394,Medan
EV02017,D054,2026-01-02 16:49:15,-5.1283,119.43028,Makassar
EV02027,D023,2026-01-02 17:53:10,-7.21605,112.73779,Surabaya
EV02714,D093,2026-01-02 17:54:23,-7.297,112.79666,Surabaya
EV02901,D069,2026-01-02 18:04:50,-7.22836,112.70363,Surabaya
EV01439,D093,2026-01-02 18:52:12,-7.2711,112.72994,Surabaya
EV01109,D070,2026-01-02 19:34:16,-7.2386,112.79833,Surabaya
EV01194,D065,2026-01-02 20:17:09,-7.21289,112.72131,Surabaya
EV00929,D031,2026-01-02 20:46:34,3.58694,98.65763,Medan
EV00442,D039,2026-01-02 22:02:06,-5.15749,119.43081,Makassar
EV02955,D023,2026-01-02 22:02:28,-7.2692,112.76163,Surabaya
EV01353,D059,2026-01-02 22:39:13,-7.20171,112.75771,Surabaya
EV00335,D052,2026-01-02 23:25:17,-7.20665,112.79717,Surabaya
EV02565,D074,2026-01-02 23:35:39,-7.21857,112.72954,Surabaya
EV00248,D033,2026-01-02 23:58:54,-5.14738,119.41121,Makassar
EV02952,D053,2026-01-03 00:06:21,3.66185,98.67162,Medan
EV02972,D045,2026-01-03 00:16:32,-7.25858,112.78276,Surabaya
EV00970,D017,2026-01-03 00:39:58,-5.17845,119.45003,Makassar
EV01226,D080,2026-01-03 00:43:14,-7.24657,112.79533,Surabaya
EV01489,D079,2026-01-03 01:12:49,-5.11052,119.42274,Makassar
EV02752,D066,2026-01-03 02:53:08,-6.80101,107.64298,Bandung
EV00868,D078,2026-01-03 03:30:41,-6.2003,106.72612,Jakarta
EV02930,D036,2026-01-03 03:36:33,-6.26258,106.89699,Jakarta
EV00628,D086,2026-01-03 05:18:47,-5.19557,119.42739,Makassar
EV00270,D007,2026-01-03 10:40:19,-5.18348,119.49192,Makassar
EV03750,D042,2026-01-03 10:43:46,-6.83916,107.54284,Bandung
EV01540,D032,2026-01-03 11:13:35,-5.1978,119.43738,Makassar
EV03025,D040,2026-01-03 11:27:18,-5.1105,119.47431,Makassar
EV02023,D021,2026-01-03 12:06:46,3.50831,98.62063,Medan
EV03389,D003,2026-01-03 12:09:51,-6.12904,106.85089,Jakarta
EV02593,D005,2026-01-03 12:12:11,-6.82467,107.57308,Bandung
EV03748,D089,2026-01-03 12:12:29,-7.22811,112.73573,Surabaya
EV02529,D058,2026-01-03 12:40:42,-5.12263,119.44886,Makassar
EV01946,D086,2026-01-03 13:02:00,-5.1285,119.44702,Makassar
EV03464,D067,2026-01-03 13:49:01,-5.15208,119.46001,Makassar
EV02797,D002,2026-01-03 14:08:17,-6.83748,107.6678,Bandung
EV02570,D018,2026-01-03 16:50:06,-6.16411,106.75442,Jakarta
EV01720,D025,2026-01-03 16:52:33,3.60069,98.65917,Medan
EV03477,D085,2026-01-03 17:52:45,3.58914,98.69678,Medan
EV01584,D030,2026-01-03 17:57:44,3.50228,98.66968,Medan
EV03932,D080,2026-01-03 18:40:16,-7.27377,112.70267,Surabaya
EV00197,D085,2026-01-03 19:42:34,3.67472,98.69274,Medan
EV00101,D079,2026-01-03 20:23:12,-5.17557,119.45599,Makassar
EV02349,D016,2026-01-03 20:28:24,-7.22649,112.74073,Surabaya
EV02424,D068,2026-01-03 21:14:27,-6.86212,107.66257,Bandung
EV00822,D093,2026-01-03 22:30:58,-7.23408,112.76147,Surabaya
EV00213,D094,2026-01-03 23:11:18,-5.10513,119.45736,Makassar
EV00471,D084,2026-01-03 23:23:44,-7.27896,112.73417,Surabaya
EV02381,D015,2026-01-04 01:19:33,3.66784,98.6248,Medan
EV01618,D055,2026-01-04 03:29:00,-5.15246,119.41441,Makassar
EV00183,D057,2026-01-04 03:58:27,-5.10815,119.45749,Makassar
EV01705,D059,2026-01-04 04:46:01,-7.20164,112.79722,Surabaya
EV03858,D009,2026-01-04 06:27:04,3.51637,98.65041,Medan
EV00252,D071,2026-01-04 06:48:28,-6.82273,107.59174,Bandung
EV02296,D054,2026-01-04 07:30:03,-5.11652,119.40888,Makassar
EV01719,D048,2026-01-04 08:07:03,-5.13887,119.44306,Makassar
EV02883,D015,2026-01-04 08:41:42,3.65164,98.69902,Medan
EV01193,D073,2026-01-04 08:53:29,-6.21131,106.79005,Jakarta
EV03812,D014,2026-01-04 08:57:02,-7.26958,112.73377,Surabaya
EV00917,D007,2026-01-04 10:45:48,-5.16662,119.41168,Makassar
EV00773,D059,2026-01-04 11:50:36,-7.26213,112.75955,Surabaya
EV02514,D008,2026-01-04 12:09:56,-6.17696,106.71889,Jakarta
EV03700,D025,2026-01-04 12:19:16,3.58105,98.63626,Medan
EV00176,D082,2026-01-04 12:30:31,-6.12181,106.7819,Jakarta
EV03472,D046,2026-01-04 12:33:04,-5.11756,119.46519,Makassar
EV01790,D020,2026-01-04 14:44:25,-5.11061,119.45102,Makassar
EV01298,D064,2026-01-04 14:52:04,-5.13454,119.48054,Makassar
EV01992,D025,2026-01-04 15:52:13,3.67115,98.62369,Medan
EV00785,D093,2026-01-04 16:03:14,-7.21053,112.76583,Surabaya
EV02509,D032,2026-01-04 16:07:55,-5.11145,119.47807,Makassar
EV01134,D030,2026-01-04 16:30:22,3.69644,98.66511,Medan
EV03918,D031,2026-01-04 16:44:03,3.5136,98.62537,Medan
EV03379,D073,2026-01-04 17:48:09,-6.13702,106.74187,Jakarta
EV00571,D082,2026-01-04 18:42:47,-6.27526,106.7052,Jakarta
EV02677,D078,2026-01-04 18:48:51,-6.19012,106.83974,Jakarta
EV00486,D065,2026-01-04 20:34:05,-7.26545,112.74061,Surabaya
EV00317,D022,2026-01-04 21:21:25,3.58628,98.63563,Medan
EV01551,D044,2026-01-04 21:55:16,-6.14055,106.82639,Jakarta
EV02738,D044,2026-01-04 22:04:02,-6.18357,106.77119,Jakarta
EV01116,D075,2026-01-04 22:29:30,-7.21357,112.73297,Surabaya
EV00413,D004,2026-01-04 22:34:10,-7.29252,112.75126,Surabaya
EV03337,D052,2026-01-04 22:43:07,-7.24542,112.77617,Surabaya
EV02331,D029,2026-01-04 22:46:04,-6.83209,107.53767,Bandung
EV03516,D054,2026-01-04 23:07:13,-5.12903,119.49208,Makassar
EV01626,D031,2026-01-04 23:36:47,3.59492,98.6489,Medan
EV01014,D025,2026-01-04 23:51:07,3.548,98.69242,Medan
EV00300,D058,2026-01-05 00:30:23,-5.10936,119.40055,Makassar
EV00057,D083,2026-01-05 00:38:37,3.54311,98.66739,Medan
EV01532,D054,2026-01-05 00:38:54,-5.19883,119.41183,Makassar
EV03547,D014,2026-01-05 01:51:07,-7.22224,112.73166,Surabaya
EV01341,D004,2026-01-05 01:51:09,-7.23791,112.76666,Surabaya
EV02780,D040,2026-01-05 02:38:50,-5.11155,119.46069,Makassar
EV02751,D032,2026-01-05 04:03:54,-5.10564,119.46179,Makassar
EV02164,D022,2026-01-05 05:02:23,3.68865,98.66517,Medan
EV00866,D053,2026-01-05 05:02:59,3.63742,98.66481,Medan
EV01638,D094,2026-01-05 05:13:44,-5.11263,119.41929,Makassar
EV01609,D072,2026-01-05 06:09:45,-5.19545,119.49167,Makassar
EV02611,D088,2026-01-05 06:25:11,-5.14647,119.47366,Makassar
EV03334,D027,2026-01-05 07:11:33,-6.85592,107.55948,Bandung
EV02586,D067,2026-01-05 07:34:57,-5.15105,119.45495,Makassar
EV02067,D058,2026-01-05 07:54:44,-5.11368,119.46939,Makassar
EV02906,D035,2026-01-05 07:56:27,3.62768,98.64564,Medan
EV03048,D026,2026-01-05 08:12:36,-6.89292,107.53612,Bandung
EV01344,D005,2026-01-05 08:19:55,-6.88733,107.65323,Bandung
EV03368,D006,2026-01-05 08:22:00,-7.26859,112.70107,Surabaya
EV01254,D001,2026-01-05 08:30:09,-7.29035,112.77943,Surabaya
EV01085,D094,2026-01-05 08:46:11,-5.12318,119.45232,Makassar
EV02546,D082,2026-01-05 09:14:24,-6.21125,106.79391,Jakarta
EV03859,D025,2026-01-05 10:16:46,3.50597,98.68856,Medan
EV01440,D002,2026-01-05 12:01:58,-6.80895,107.5502,Bandung
EV01601,D032,2026-01-05 12:26:31,-5.17568,119.43107,Makassar
EV01028,D023,2026-01-05 13:22:53,-7.26482,112.78283,Surabaya
EV03195,D089,2026-01-05 14:04:29,-7.29261,112.77724,Surabaya
EV01165,D024,2026-01-05 16:01:18,3.6504,98.63743,Medan
EV02874,D001,2026-01-05 16:19:23,-7.29005,112.71068,Surabaya
EV00761,D051,2026-01-05 17:07:39,-6.28458,106.74233,Jakarta
EV00834,D012,2026-01-05 17:35:44,-6.12641,106.84281,Jakarta
EV00869,D092,2026-01-05 17:38:17,-6.85974,107.58139,Bandung
EV03552,D087,2026-01-05 18:15:39,-6.1311,106.87713,Jakarta
EV01906,D001,2026-01-05 18:31:22,-7.22919,112.77726,Surabaya
EV03021,D028,2026-01-05 19:25:40,-5.11121,119.42032,Makassar
EV00308,D001,2026-01-05 19:29:41,-7.25581,112.70207,Surabaya
EV00403,D010,2026-01-05 19:53:38,-5.18075,119.40567,Makassar
EV00795,D013,2026-01-05 20:49:44,-6.14996,106.74123,Jakarta
EV03668,D015,2026-01-05 22:44:44,3.51917,98.69663,Medan
EV01682,D083,2026-01-05 22:56:24,3.53456,98.63655,Medan
EV00963,D026,2026-01-05 23:11:13,-6.85026,107.5569,Bandung
EV01461,D021,2026-01-05 23:27:58,3.59529,98.67128,Medan
EV00320,D037,2026-01-06 00:09:08,-5.12285,119.42157,Makassar
EV02251,D086,2026-01-06 00:40:05,-5.17096,119.46836,Makassar
EV01836,D010,2026-01-06 01:04:00,-5.12731,119.42043,Makassar
EV03039,D046,2026-01-06 01:24:28,-5.1501,119.43257,Makassar
EV00988,D006,2026-01-06 01:24:35,-7.2114,112.72788,Surabaya
EV03795,D095,2026-01-06 01:33:17,-7.20253,112.7813,Surabaya
EV02210,D095,2026-01-06 02:03:53,-7.24978,112.78362,Surabaya
EV03670,D047,2026-01-06 02:15:44,-6.87602,107.5919,Bandung
EV03850,D026,2026-01-06 02:39:51,-6.88195,107.5283,Bandung
EV00835,D028,2026-01-06 02:52:28,-5.11812,119.42261,Makassar
EV01159,D081,2026-01-06 03:14:43,-5.10091,119.43684,Makassar
EV00324,D068,2026-01-06 03:15:46,-6.8857,107.66542,Bandung
EV02792,D077,2026-01-06 03:33:17,-6.13458,106.79681,Jakarta
EV00345,D072,2026-01-06 04:19:25,-5.18157,119.48647,Makassar
EV03746,D031,2026-01-06 04:53:15,3.62095,98.67126,Medan
EV03185,D092,2026-01-06 05:22:18,-6.85007,107.62496,Bandung
EV02357,D017,2026-01-06 05:41:56,-5.12752,119.46661,Makassar
EV02969,D012,2026-01-06 06:12:17,-6.1057,106.8903,Jakarta
EV03916,D072,2026-01-06 06:24:46,-5.12211,119.46195,Makassar
EV02505,D082,2026-01-06 06:35:04,-6.16425,106.7495,Jakarta
EV00549,D088,2026-01-06 06:47:48,-5.18781,119.49978,Makassar
EV03041,D007,2026-01-06 08:04:20,-5.10872,119.48346,Makassar
EV03763,D017,2026-01-06 08:24:24,-5.18279,119.43497,Makassar
EV02451,D090,2026-01-06 09:06:34,-6.81046,107.5058,Bandung
EV01191,D050,2026-01-06 09:09:20,-5.14195,119.49327,Makassar
EV02366,D057,2026-01-06 09:19:51,-5.18431,119.46426,Makassar
EV02165,D012,2026-01-06 09:28:53,-6.25499,106.70134,Jakarta
EV02377,D022,2026-01-06 09:42:53,3.66936,98.66587,Medan
EV03012,D035,2026-01-06 10:00:39,3.59782,98.63343,Medan
EV01873,D065,2026-01-06 10:01:47,-7.22114,112.73526,Surabaya
EV02545,D054,2026-01-06 10:19:10,-5.1742,119.48252,Makassar
EV00586,D092,2026-01-06 10:44:14,-6.82956,107.54178,Bandung
EV01899,D023,2026-01-06 11:17:12,-7.26254,112.73658,Surabaya
EV01553,D071,2026-01-06 11:23:54,-6.89213,107.56704,Bandung
EV00360,D092,2026-01-06 11:49:48,-6.80643,107.61613,Bandung
EV00058,D090,2026-01-06 11:51:16,-6.81479,107.64215,Bandung
EV00950,D088,2026-01-06 11:57:53,-5.19921,119.40141,Makassar
EV00282,D051,2026-01-06 12:06:13,-6.22857,106.77839,Jakarta
EV01805,D094,2026-01-06 12:33:40,-5.19633,119.47844,Makassar
EV01592,D094,2026-01-06 12:34:08,-5.19787,119.4119,Makassar
EV02422,D015,2026-01-06 14:31:41,3.66234,98.69189,Medan
EV01019,D080,2026-01-06 15:13:05,-7.28588,112.77151,Surabaya
EV03063,D072,2026-01-06 15:44:11,-5.15698,119.47767,Makassar
EV00500,D084,2026-01-06 16:13:48,-7.2656,112.78937,Surabaya
EV03813,D014,2026-01-06 16:17:44,-7.24257,112.73486,Surabaya
EV02510,D015,2026-01-06 16:50:15,3.57965,98.66881,Medan
EV01708,D089,2026-01-06 16:56:28,-7.26861,112.70773,Surabaya
EV03412,D024,2026-01-06 17:58:40,3.59055,98.64945,Medan
EV01067,D083,2026-01-06 18:17:56,3.62593,98.63929,Medan
EV02175,D012,2026-01-06 18:29:27,-6.10459,106.82055,Jakarta
EV00401,D092,2026-01-06 18:54:32,-6.86185,107.66118,Bandung
EV02508,D021,2026-01-06 19:09:23,3.58955,98.63185,Medan
EV03310,D090,2026-01-06 19:24:25,-6.83475,107.67925,Bandung
EV03506,D009,2026-01-06 19:55:38,3.55961,98.65766,Medan
EV03995,D070,2026-01-06 20:24:27,-7.24749,112.77772,Surabaya
EV01021,D025,2026-01-06 21:06:26,3.57355,98.60996,Medan
EV00210,D073,2026-01-06 21:19:33,-6.13144,106.75192,Jakarta
EV02140,D075,2026-01-06 21:25:43,-7.29958,112.76393,Surabaya
EV02079,D034,2026-01-06 21:57:51,3.64615,98.68566,Medan
EV03909,D060,2026-01-06 22:04:26,-6.82552,107.52991,Bandung
EV00228,D054,2026-01-06 22:13:09,-5.15189,119.45585,Makassar
EV00459,D042,2026-01-06 22:15:37,-6.85588,107.67589,Bandung
EV02647,D072,2026-01-06 22:43:46,-5.17437,119.4512,Makassar
EV03142,D083,2026-01-06 23:59:02,3.58639,98.62082,Medan
EV03742,D029,2026-01-07 00:12:10,-6.80354,107.51123,Bandung
EV01103,D042,2026-01-07 00:38:07,-6.86085,107.54377,Bandung
EV04000,D087,2026-01-07 02:01:05,-6.26034,106.85441,Jakarta
EV00990,D038,2026-01-07 02:28:34,-6.84121,107.66674,Bandung
EV02970,D038,2026-01-07 02:37:21,-6.89044,107.68449,Bandung
EV02912,D046,2026-01-07 02:38:50,-5.13422,119.43924,Makassar
EV02547,D060,2026-01-07 02:47:01,-6.84704,107.58625,Bandung
EV01891,D009,2026-01-07 04:27:23,3.65616,98.65528,Medan
EV01639,D050,2026-01-07 04:54:40,-5.11973,119.40737,Makassar
EV00658,D064,2026-01-07 05:50:15,-5.14687,119.46227,Makassar
EV00727,D007,2026-01-07 06:20:28,-5.12243,119.48676,Makassar
EV00059,D023,2026-01-07 06:23:38,-7.22138,112.708,Surabaya
EV00904,D040,2026-01-07 07:13:06,-5.17653,119.41734,Makassar
EV01219,D084,2026-01-07 07:44:17,-7.29201,112.70998,Surabaya
EV02015,D039,2026-01-07 07:45:17,-5.18289,119.4282,Makassar
EV03154,D039,2026-01-07 07:52:54,-5.195,119.4428,Makassar
EV03164,D078,2026-01-07 08:08:47,-6.25991,106.88165,Jakarta
EV03108,D069,2026-01-07 08:25:24,-7.25453,112.70903,Surabaya
EV00080,D037,2026-01-07 08:45:56,-5.15141,119.46975,Makassar
EV02936,D041,2026-01-07 09:34:41,-7.23029,112.76085,Surabaya
EV02796,D067,2026-01-07 09:36:25,-5.10764,119.41287,Makassar
EV03495,D090,2026-01-07 09:45:15,-6.8043,107.52467,Bandung
EV03755,D013,2026-01-07 09:57:37,-6.11292,106.83074,Jakarta
EV00072,D033,2026-01-07 10:24:20,-5.16363,119.49433,Makassar
EV02688,D041,2026-01-07 11:53:13,-7.28275,112.73043,Surabaya
EV02346,D065,2026-01-07 12:04:49,-7.27392,112.72498,Surabaya
EV00830,D004,2026-01-07 13:05:23,-7.2038,112.78084,Surabaya
EV02202,D074,2026-01-07 13:43:43,-7.24409,112.70798,Surabaya
EV03112,D084,2026-01-07 14:15:25,-7.264,112.78313,Surabaya
EV02958,D071,2026-01-07 14:17:07,-6.88997,107.68803,Bandung
EV03697,D001,2026-01-07 14:26:14,-7.25467,112.73167,Surabaya
EV03365,D053,2026-01-07 14:34:52,3.69393,98.64717,Medan
EV02198,D052,2026-01-07 16:15:45,-7.23146,112.71398,Surabaya
EV02426,D093,2026-01-07 16:25:17,-7.28431,112.77998,Surabaya
EV00787,D008,2026-01-07 16:32:01,-6.17702,106.89506,Jakarta
EV03692,D093,2026-01-07 17:04:05,-7.27082,112.70031,Surabaya
EV02980,D032,2026-01-07 17:32:09,-5.14042,119.42511,Makassar
EV03053,D014,2026-01-07 17:32:47,-7.20962,112.76279,Surabaya
EV01939,D040,2026-01-07 18:11:38,-5.13667,119.46338,Makassar
EV03733,D080,2026-01-07 19:03:41,-7.26468,112.76342,Surabaya
EV00093,D058,2026-01-07 19:54:16,-5.18358,119.48674,Makassar
EV01683,D043,2026-01-07 20:40:12,-6.24427,106.74616,Jakarta
EV01896,D095,2026-01-07 20:58:02,-7.23362,112.76185,Surabaya
EV02322,D059,2026-01-07 20:58:03,-7.20075,112.78099,Surabaya
EV00384,D080,2026-01-07 21:03:57,-7.21649,112.77694,Surabaya
EV02343,D052,2026-01-07 21:18:03,-7.24367,112.75518,Surabaya
EV02407,D093,2026-01-07 22:02:03,-7.20534,112.79646,Surabaya
EV03182,D044,2026-01-07 22:48:31,-6.27282,106.82934,Jakarta
EV03007,D045,2026-01-07 23:00:39,-7.24386,112.72412,Surabaya
EV03494,D086,2026-01-07 23:03:16,-5.14063,119.4198,Makassar
EV03905,D021,2026-01-07 23:11:05,3.54713,98.63374,Medan
EV02414,D006,2026-01-07 23:27:34,-7.25141,112.72275,Surabaya
EV01398,D093,2026-01-08 00:57:13,-7.2004,112.77075,Surabaya
EV02019,D010,2026-01-08 01:04:45,-5.12094,119.48461,Makassar
EV01861,D053,2026-01-08 01:25:05,3.67755,98.66518,Medan
EV03923,D002,2026-01-08 02:09:03,-6.84432,107.66695,Bandung
EV00696,D055,2026-01-08 03:09:32,-5.18541,119.48214,Makassar
EV01428,D021,2026-01-08 03:45:07,3.63023,98.61546,Medan
EV03459,D070,2026-01-08 03:56:17,-7.25193,112.70818,Surabaya
EV02470,D086,2026-01-08 04:23:57,-5.12384,119.41147,Makassar
EV03485,D060,2026-01-08 04:58:50,-6.81354,107.53807,Bandung
EV01277,D056,2026-01-08 05:45:22,-7.29983,112.70807,Surabaya
EV01131,D031,2026-01-08 05:56:11,3.69799,98.64905,Medan
EV03449,D049,2026-01-08 06:34:21,3.56992,98.61778,Medan
EV03804,D015,2026-01-08 06:45:33,3.65123,98.65454,Medan
EV00395,D057,2026-01-08 07:06:56,-5.15481,119.47349,Makassar
EV00852,D005,2026-01-08 07:07:42,-6.80535,107.53065,Bandung
EV03886,D002,2026-01-08 07:30:45,-6.87486,107.554,Bandung
EV01363,D051,2026-01-08 08:04:56,-6.28909,106.89301,Jakarta
EV00675,D062,2026-01-08 08:22:14,3.525,98.61829,Medan
EV00310,D094,2026-01-08 08:46:45,-5.12729,119.41364,Makassar
EV03975,D079,2026-01-08 10:11:55,-5.10425,119.47412,Makassar
EV00933,D058,2026-01-08 10:28:51,-5.18877,119.42641,Makassar
EV00372,D070,2026-01-08 11:54:37,-7.24964,112.76117,Surabaya
EV00614,D092,2026-01-08 12:24:38,-6.88756,107.53198,Bandung
EV00764,D038,2026-01-08 13:19:06,-6.81706,107.67855,Bandung
EV02614,D021,2026-01-08 13:32:32,3.68319,98.69474,Medan
EV02990,D070,2026-01-08 15:03:44,-7.24939,112.72104,Surabaya
EV02480,D063,2026-01-08 15:19:03,-6.85179,107.51471,Bandung
EV03554,D039,2026-01-08 15:45:19,-5.18888,119.45744,Makassar
EV03286,D085,2026-01-08 16:59:05,3.55803,98.69785,Medan
EV02536,D089,2026-01-08 18:29:28,-7.25182,112.78176,Surabaya
EV02957,D020,2026-01-08 19:01:42,-5.19058,119.49942,Makassar
EV03160,D001,2026-01-08 19:13:48,-7.28354,112.74749,Surabaya
EV00951,D055,2026-01-08 19:17:41,-5.13355,119.46347,Makassar
EV00441,D026,2026-01-08 19:37:20,-6.84804,107.68222,Bandung
EV01859,D028,2026-01-08 20:16:44,-5.10106,119.49089,Makassar
EV02012,D086,2026-01-08 20:28:29,-5.18425,119.46752,Makassar
EV01061,D086,2026-01-08 21:53:42,-5.10017,119.45605,Makassar
EV01763,D066,2026-01-08 22:18:41,-6.85174,107.62465,Bandung
EV02988,D037,2026-01-08 23:16:42,-5.16074,119.45731,Makassar
EV01224,D058,2026-01-08 23:39:21,-5.18844,119.43388,Makassar
EV03418,D019,2026-01-08 23:48:15,-7.24809,112.7341,Surabaya
EV00790,D080,2026-01-09 00:31:07,-7.29549,112.76701,Surabaya
EV01397,D072,2026-01-09 00:57:35,-5.16246,119.47313,Makassar
EV03490,D007,2026-01-09 01:56:00,-5.16241,119.40479,Makassar
EV01817,D039,2026-01-09 02:00:36,-5.14494,119.4045,Makassar
EV00306,D077,2026-01-09 02:05:27,-6.13845,106.83827,Jakarta
EV01598,D054,2026-01-09 03:10:18,-5.19757,119.42773,Makassar
EV03135,D049,2026-01-09 03:13:10,3.55724,98.6473,Medan
EV02242,D044,2026-01-09 04:01:06,-6.21114,106.72163,Jakarta
EV02562,D018,2026-01-09 04:44:31,-6.10374,106.77603,Jakarta
